Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
"Sinal de ""L"" feito por traficantes não é referência a Lula (PT)",10/20/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/sinal-de-l-feito-por-traficantes-nao-e-referencia-a-lula-e-sim-saudacao-de-faccao-que-atua-no-rio/
Proposta para flexibilizar trabalho aos domingos é de 2019 e foi rejeitada,10/20/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/proposta-para-flexibilizar-trabalho-aos-domingos-e-feriados-e-de-2019-e-foi-rejeitada-pelo-senado/
"Grupo se passava por pesquisadores para pedir votos para Bolsonaro, em Alagoas, como mostra vídeo",10/20/2022,Falsa,indefinido,Projeto Comprova,https://projetocomprova.com.br/publicações/grupo-se-passava-por-pesquisadores-para-pedir-votos-para-bolsonaro-em-alagoas-como-mostra-video/
Militantes não invadiram igreja em Joinville (SC),10/21/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/militantes-nao-invadiram-igreja-em-joinville-manifestacao-aconteceu-em-patio-da-instituicao-de-ensino-apos-demissao-de-professora/
"Lula não defendeu uso de mentiras na política, ao contrário do que diz post",10/21/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/lula-nao-defendeu-o-uso-de-mentiras-na-politica-ao-contrario-do-que-sugere-post/
Vídeo engana ao sugerir que Lula forçou beijo em comício,10/21/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-engana-ao-sugerir-que-lula-forcou-beijo-em-comicio/
É enganoso que Guedes anunciou redução em aposentadoria e outros benefícios,10/21/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/e-enganoso-que-paulo-guedes-anunciou-reducao-em-aposentadorias-e-outros-beneficios-do-inss/
Vídeo mente ao insinuar que protesto em Recife teria sido convocado por Lula,10/21/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-mente-ao-insinuar-que-protesto-em-recife-teria-sido-convocado-por-lula/
Marcelo Madureira não é autor de texto com críticas a Lula,10/21/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/marcelo-madureira-nao-e-autor-de-texto-com-criticas-a-lula-ator-declarou-voto-no-petista/
É falso que homem em ato de Lula tenha sido preso por tiroteio durante agenda de Tarcísio em SP,10/24/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-homem-em-ato-de-lula-tenha-sido-preso-por-tiroteio-durante-agenda-de-tarcisio-em-sp/
Trecho de fala de Lula é tirado de contexto para sugerir desprezo a pobres,10/25/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/trecho-de-entrevista-de-lula-e-tirado-de-contexto-para-sugerir-desprezo-aos-mais-pobres/
É falso que Janja e cantor tenham incitado a morte de Bolsonaro em música,10/25/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-janja-e-cantor-tenham-incitado-a-morte-de-bolsonaro-em-musica/
Mensagem falsa atribui a Lira condução de romeiros para gerar abstenção,10/25/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falsa-a-mensagem-que-atribui-a-arthur-lira-conducao-de-romeiros-a-juazeiro-para-gerar-abstencao-no-2o-turno/
Tuíte atribuído a Xuxa é falso; PF ferida por Jefferson não estava grávida,10/26/2022,Falsa,indefinido,Projeto Comprova,https://projetocomprova.com.br/publicações/tuite-atribuido-a-xuxa-e-falso-e-policial-federal-ferida-por-roberto-jefferson-nao-estava-gravida/
É falso que aplicativo do TSE não permita denúncias contra o PT,10/26/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-aplicativo-do-tse-nao-permita-denuncias-contra-o-pt-eleitor-deve-selecionar-federacao-partidaria/
É falso que Lula estava sem segurança em ato no Complexo do Alemão,10/27/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-lula-estava-sem-seguranca-em-ato-de-campanha-no-complexo-do-alemao/
É falso vídeo em que torcedores do Flamengo supostamente xingam Lula,10/27/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-usa-audio-de-outro-evento-para-fazer-crer-que-torcida-do-flamengo-xingou-lula-em-jogo-no-maracana/
Público não vaiou Bolsonaro em show de Gusttavo Lima em Aracaju,10/27/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/publico-nao-vaiou-bolsonaro-em-show-de-gusttavo-lima-em-aracaju-ao-contrario-do-que-mostra-video/
"Proposta de ""esconder"" Alckmin é do PCO, não tem relação com o PT",10/29/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/proposta-de-esconder-alckmin-e-de-dirigente-do-pco-e-nao-tem-relacao-com-o-pt/
Deputado eleito repete falas já desmentidas para tentar ligar Lula as FARC,10/29/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/deputado-eleito-repete-alegacoes-ja-desmentidas-para-tentar-ligar-lula-a-narcotrafico-e-farc/
Bolsonaro não disse que vai acabar com 13º e hora extra,10/29/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/bolsonaro-nao-disse-que-vai-acabar-com-13o-e-hora-extra-ao-contrario-do-que-afirma-video/
Vídeo foi editado para parecer que Bolsonaro apoia namoro com crianças,10/29/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/video-de-2017-foi-editado-para-parecer-que-bolsonaro-apoia-namoro-com-meninas-de-10-anos/
Posts enganam ao dizer que Lula não considera MEIs como trabalhadores,10/29/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/posts-enganam-ao-dizer-que-lula-nao-considera-meis-e-autonomos-como-trabalhadores/
Plano de governo de Lula não libera aborto e drogas; panfleto virtual mente,10/29/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/plano-de-governo-de-lula-nao-libera-aborto-e-drogas-diferentemente-de-lista-em-panfleto-divulgado-em-redes-sociais/
Petrobras não comunicou que vai segurar preço do combustível até eleição,30/10/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/contencao-de-precos-de-combustiveis-ate-eleicao-nao-foi-admitida-oficialmente-pela-petrobras-como-afirma-janones/
Posts confundem texto sobre direitos humanos com plano de governo de Lula,30/10/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/postagens-confundem-documento-de-encontro-nacional-de-direitos-humanos-do-pt-com-plano-de-governo-de-lula/
Torcida do Vasco não recebeu Lula e Paes com xingamentos em estádio,30/10/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/torcida-do-vasco-nao-recebeu-lula-e-paes-com-xingamentos-nenhum-dos-dois-estava-no-estadio/
Vídeo de Barroso de 2021 é editado para dizer que ele é contra o PT,30/10/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-de-barroso-de-2021-e-editado-para-dizer-que-ele-e-contra-o-pt/
Vídeo engana com discurso antigo de Bolsonaro para sugerir defesa do aborto,30/10/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/video-engana-ao-usar-discurso-de-bolsonaro-de-2006-para-sugerir-que-ele-defende-o-aborto/
É falso que Lula tenha usado ponto eletrônico no debate da Globo,30/10/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-lula-tenha-usado-ponto-eletronico-no-debate-da-globo/
Retenção de conta de parlamentar no Twitter segue diretrizes da plataforma,30/10/2022,Verdadeira,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/retencao-de-conta-de-parlamentar-no-twitter-segue-diretrizes-da-plataforma-e-exigencias-legais/
MP que acaba com férias remuneradas não foi aprovada e não vale para 2023,31/10/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/mp-que-acaba-com-ferias-remuneradas-nao-foi-aprovada-e-nao-vale-para-2023/
"Plano de governo de Lula não propõe medidas como nova CPMF, tributação do PIX e congelamento da poupança",10/31/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/plano-de-governo-de-lula-nao-propoe-medidas-como-nova-cpmf-tributacao-do-pix-e-congelamento-da-poupanca/
É falso que mulher que faz o 'L' em vídeo é servidora do TSE,11/1/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-mulher-que-faz-o-l-em-video-e-servidora-do-tse/
Post engana ao sugerir fraude em inserções de propaganda do PL em rádios,11/3/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/post-engana-ao-sugerir-fraude-relacionada-a-insercoes-de-propaganda-eleitoral-do-pl-em-radios/
É falso que jornalista provou influência de Biden na eleição brasileira,11/4/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-jornalista-americano-tenha-provado-influencia-de-biden-na-eleicao-brasileira/
É falso pedido de prisão em flagrante contra Alexandre de Moraes,11/7/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-pedido-de-prisao-em-flagrante-contra-o-ministro-do-stf-alexandre-de-moraes-apos-as-eleicoes/
Senador não pediu recentemente impeachment de ministros do STF,11/8/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-enganoso-que-senador-entrou-recentemente-com-pedido-de-impeachment-de-ministros-do-stf-video-e-de-2019/
Vídeo reúne dados incorretos e engana sobre comemoração da vitória de Lula,11/8/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/video-reune-informacoes-incorretas-para-enganar-sobre-comemoracoes-da-vitoria-de-lula/
Artigo 142 não prevê intervenção militar nem federal; entenda,11/8/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/artigo-142-nao-preve-intervencao-militar-nem-federal-entenda/
É falso que relatório divulgado em live argentina prove fraude na eleição,11/9/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/relatorio-compartilhado-no-twitter-e-em-live-argentina-usa-desinformacao-para-atacar-processo-eleitoral/
"É falso que 5,1 milhões de votos foram roubados de Bolsonaro no 2º turno",11/10/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/empresario-americano-mente-ao-falar-que-51-milhoes-de-votos-foram-roubados-de-bolsonaro-no-2o-turno/
Seções eleitorais que não aparecem em site do TSE foram agregadas a outras,11/11/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/secoes-eleitorais-que-nao-aparecem-em-site-do-tse-foram-agregadas-a-outras-votos-foram-computados/
Não há registros que imprensa internacional repercutiu suposta ditadura do STF e do TSE,11/11/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/nao-ha-registros-que-imprensa-internacional-repercutiu-suposta-ditadura-do-stf-e-do-tse/
Gleisi não sugeriu redução de benefícios para militares no governo Lula,11/16/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-inventa-declaracoes-de-gleisi-hoffmann-sobre-reducao-de-beneficios-para-militares-no-governo-lula/
STF não entrou com notícia-crime contra ministro da Defesa,11/16/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/foi-um-deputado-e-nao-o-stf-que-entrou-com-noticia-crime-contra-ministro-da-defesa/
"É falso que Lula indicou esposa de Marcola, do PCC, para ser ministra",11/16/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-lula-indicou-esposa-de-marcola-do-pcc-para-ser-ministra/
Vídeo de Janones é editado para sugerir que Lula quer acabar com auxílio,11/16/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-de-janones-e-editado-para-falsamente-sugerir-que-lula-quer-acabar-com-o-auxilio-brasil/
É falso que STM cobrou explicações de Moraes após suposta fraude eleitoral,11/16/2022,Falsa,Jair Bolsonaro,Projeto Comprova,
Não foi revelado que Bolsonaro roubou R$ 400 bilhões dos cofres públicos,11/16/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-levantamento-tenha-revelado-que-bolsonaro-roubou-r-400-bilhoes-dos-cofres-publicos/
"Bolsonaro não fez 'Carta à Nação' para respaldar greves, como diz post",11/17/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/bolsonaro-nao-fez-carta-a-nacao-para-respaldar-manifestacoes-ao-contrario-do-que-afirma-video/
Lewis Hamilton não carregou bandeira do Brasil em apoio a atos golpistas,11/18/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/lewis-hamilton-nao-carregou-bandeira-do-brasil-em-apoio-a-atos-golpistas-video-e-de-2021/
Resultado das eleições não está sub judice após relatório da Defesa,11/18/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/resultado-das-eleicoes-nao-esta-sob-analise-da-justica-apos-relatorio-das-forcas-armadas/
Posts desinformam ao confundir recontagem com retotalização de votos,11/18/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/posts-desinformam-ao-confundir-recontagem-com-retotalizacao-de-votos-em-eleicao-proporcional-em-sp/
"Lula não gastou 9,4 mil euros em restaurante português",11/21/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/lula-nao-gastou-94-mil-euros-em-restaurante-portugues-presidente-eleito-estava-no-egito-na-data/
"É falso que existam urnas com 1,5 mil votos",11/22/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-existam-urnas-com-15-mil-eleitores-ao-contrario-do-que-alega-deputado/
"Holanda reconheceu vitória de Lula, ao contrário do que diz post",11/22/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/holanda-reconheceu-vitoria-de-lula-ao-contrario-do-que-diz-post/
Votos depositados nas urnas após as 17 horas não indicam fraude,11/23/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/votos-depositados-nas-urnas-apos-as-17-horas-nao-indicam-fraude/
Equipe de Lula não tem 283 integrantes com salário médio de R$ 17 mil,11/23/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-equipe-de-lula-tenha-283-integrantes-e-media-salarial-de-r-17-mil/
É falso que votos de eleitores tenham sido revelados a partir da decodificação do sistema das urnas,11/23/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-votos-de-eleitores-foram-revelados-a-partir-da-decodificacao-do-sistema-das-urnas/
Certidão de tribunal postada no Twitter não atesta inelegibilidade de Lula,11/23/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/certidao-de-tribunal-publicada-no-twitter-nao-atesta-inelegibilidade-de-lula/
"É falso que Holanda, Índia e Rússia ofereceram apoio militar a Bolsonaro",11/24/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-holanda-india-e-russia-tenham-oferecido-apoio-militar-a-bolsonaro/
"É falso que Lula tenha forjado viagem para COP 27, no Egito",11/24/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-lula-tenha-forjado-viagem-para-cop-27-no-egito-e-discursado-em-porao-cenografico/
É falso que Lula não possa ser diplomado; petista teve condenações anuladas,11/25/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-lula-nao-possa-ser-diplomado-petista-teve-condenacoes-anuladas-em-2021/
Entenda pedido do PL para anular votos de eleição presidencial e a decisão do TSE,11/29/2022,,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/entenda-pedido-do-pl-para-anular-votos-de-eleicao-presidencial-e-a-decisao-do-tse/
É falso que PT tenha projeto de expropriar empresas privadas,11/30/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-pt-tenha-projeto-de-expropriar-empresas-privadas/
Richarlison não protestou contra falta de energia no Amapá na Copa,11/30/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/richarlison-nao-protestou-contra-falta-de-energia-no-amapa-na-copa-tuite-e-sobre-apagao-de-2020/
Richarlison não dedicou gols a Bolsonaro em jogo contra a Sérvia,11/30/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/richarlison-nao-dedicou-gols-a-bolsonaro-em-jogo-contra-a-servia/
"Ao contrário do que alega teoria conspiratória, Lula está vivo e não foi substituído por sósia",12/1/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/ao-contrario-do-que-alega-teoria-conspiratoria-lula-esta-vivo-e-nao-foi-substituido-por-sosia/
Vídeo de universitário sendo hostilizado por usar camiseta de Bolsonaro é de 2016,12/1/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-de-universitario-sendo-hostilizado-por-usar-camiseta-de-bolsonaro-e-de-2016/
