Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
É falsa lista de cidades nas quais número de votos em Lula superou a população,10/4/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/lista-de-cidades-votos-lula-superou-populacao
É falso que seção eleitoral em Macapá registrou número irregular de votos para presidente,10/5/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/05/secao-mapaca-votos-presidente
G1 não publicou que Lula disse que 'nem Deus tira a eleição dele',10/5/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/05/g1-nao-publicou-que-lula-nem-deus-tira-a-eleicao
"Gráfico em vídeo que aponta 55% para Bolsonaro não é falha do TSE, mas resultado no Paraná",10/5/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/05/grafico-55-bolsonaro-tse-resultado-no-parana
É montagem texto do G1 com foto de Lula segurando estátua de Baphomet,10/5/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/05/montagem-g1-foto-lula-baphomet
Tuítes de Lula com críticas ao cristianismo são montagens,10/6/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/06/lula-cristianismo-montagens
Voto em trânsito explica discrepância entre votos para presidente e outros cargos em seções eleitorais,10/6/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/06/voto-transito-uberlandia
É montagem vídeo em que presos celebram resultado do primeiro turno,10/6/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/06/video-presos-primeiro-turno
É falso que Lula atacou padres e pediu o fim da igreja em comício,10/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/07/lula-padres-igreja
Ministro da Defesa não gravou áudio dizendo que não haverá 2º turno,10/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/07/ministro-da-defesa-audio-2o-turno
"É falso que Erika Hilton será ministra da Mulher, Família e Direitos Humanos caso Lula seja eleito",10/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/07/erika-hilton-sera-ministra-da-mulher
G1 não publicou que Putin pode parar de fornecer fertilizantes ao Brasil se Lula for eleito,10/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/07/g1-putin-fertilizantes-lula
G1 não noticiou que Bolsonaro confirmou Collor como ministro,10/10/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/10/g1-bolsonaro-collor-ministro
É falso vídeo em que JN exibe pesquisa do Ipec com Bolsonaro na liderança no 2º turno,10/10/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/10/jn-ipec-bolsonaro-2o-turno
Governador do Maranhão não sancionou lei permitindo que homens usem banheiro feminino,10/11/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/11/governador-do-maranhao-nao-fez-lei-para-homens-usarem-banheiro-feminino
Lula não afirmou que população deve entregar armas voluntariamente em 2023,10/11/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/11/lula-entregar-armas
É falso que Gustavo Petro aprovou pedofilia na Colômbia,10/11/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/11/pedofilia-na-colombia
É montagem vídeo em que Bolsonaro diz que Collor será ministro e vai confiscar aposentadorias,10/11/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/11/bolsonaro-collor-aposentadorias
É falso que Lula usou boné em apoio a organização criminosa no Rio de Janeiro,10/13/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/13/lula-bone-organizacao-criminosa-rio-de-janeiro
É montagem tuíte de Bolsonaro com críticas à igreja católica,10/13/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/13/bolsonaro-tuite-aparecida
É falso que Exército pediu código-fonte da votação após fraude na eleição,10/13/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/13/e-falso-que-exercito-pediu-codigo-fonte-da-votacao-apos-fraude-na-eleicao
"Homem em foto com Lula é ator e modelo, e não traficante",10/13/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/13/lula-ator-modelo-traficante
É falso que G1 publicou reportagem sobre eleitores de Lula não precisarem votar no 2º turno,10/14/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/14/e-falso-que-g1-publicou-reportagem-sobre-eleitores-de-lula-nao-precisarem-votar-no-2o-turno
É falso que PT promoveu protesto nas ruas do Recife mostrado em vídeo viral,10/14/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/14/pt-protesto-recife
Site esportivo da Globo não publicou que Lula prometeu ‘dificultar a vida’ do Flamengo,10/14/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/14/site-esportivo-globo-lula-flamengo
É falso tuíte atribuído a Bolsonaro questionando quem nunca se sentiu 'atraído por jovenzinha',10/17/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/17/tuite-bolsonaro-jovenzinha
É de 2018 e se refere a Bolsonaro vídeo em que Heleno fala sobre atentado,10/17/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/17/heleno-atentado-tarcisio
G1 não noticiou suposta agressão de bolsonaristas a padre no Rio Grande do Sul,10/17/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/17/g1-agressao-bolsonaristas-padre-rs
É falso que Lula tuitou que vai 'bloquear poupanças' para manter Auxílio Brasil,10/18/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/18/lula-poupancas-auxilio-brasil
É antigo vídeo de Eduardo Leite declarando voto em Bolsonaro,10/18/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/18/video-eduardo-leite-bolsonaro
STF não proibiu campanha de vacinação contra a pólio com o Zé Gotinha,10/18/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/18/stf-campanha-polio
MST não destruiu pés de mamão e café em plantação no Espírito Santo,10/18/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/18/mst-nao-destruiu-pes-de-mamao-e-cafe-no-ES
"Homem próximo a Lula em vídeo é líder comunitário, e não traficante",10/18/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/18/lula-lider-comunitario-traficante
É falso que manifestantes do PT e da CUT invadiram igreja em Joinville,10/19/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/19/manifestantes-pt-e-cut-igreja-joinville
Lula não disse que político tem que mentir em entrevista ao Flow,10/19/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/19/lula-politico-mentir-flow
TSE não enviou funcionário para supervisionar ou censurar Jovem Pan,10/20/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/20/tse-funcionario-jovem-pan
É falso que presidente da Argentina acabou com o direito à herança de imóveis,10/20/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/20/e-falso-que-presidente-da-argentina-acabou-com-heranca-de-imoveis
"Lula não disse que discutiria agenda com líder do PCC, mas com assessor homônimo",10/20/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/20/falso-lula-lider-pcc
É falso que PT solicitou fechamento da Jovem Pan ao TSE,10/21/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/21/pt-fechamento-jovem-pan-tse
É falso que MP 1.045 foi aprovada e vai tirar benefícios trabalhistas em 2023,10/21/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/21/mp-1-045-aprovada-tirar-beneficios-trabalhistas
É falso que Casimiro publicou foto com o número de Jair Bolsonaro nas urnas,10/24/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/24/casimiro-numero-jair-bolsonaro
É montagem vídeo que mostra Luciano Huck indicando voto em Lula,10/24/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/24/montagem-video-que-mostra-luciano-huck-indicando-voto-em-lula
É falsa foto do traficante Celsinho da Vila Vintém com Lula em comício,10/24/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/24/foto-traficante-celsinho-lula-comicio
É falso que beijo de meninas em escola na Paraíba foi promoção de 'doutrina LGBT',10/24/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/24/beijo-escola-paraiba-lgbt
"É falso que aplicativo Pardal, do TSE, não recebe denúncias contra o PT",10/25/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/25/aplicativo-pardal-tse-denuncias-pt
É golpe mensagem sobre consulta para Auxílio Brasil no valor de R$ 1.200,10/25/2022,Falsa,,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/25/mensagem-auxilio-brasil-1-200
É falso que agente da PF ferida por Roberto Jefferson estava grávida e perdeu bebê,10/25/2022,Falsa,,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/25/falso-roberto-jefferson-gravida
É falso que MST bloqueou transposição do São Francisco em vídeo viral,10/25/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/25/mst-transposicao-sao-francisco-video-viral
São falsos vídeos afirmando que Lula ou MST explodiram balsa no Pará,10/25/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/25/lula-mst-balsa-para
G1 não noticiou que Lula escolheu Jean Wyllys para o Ministério da Educação,10/26/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/26/e-falso-que-g1-noticiou-que-lula-escolheu-jean-wyllys-para-o-ministerio-da-educacao
É falso que Heineken mudou rótulo de cerveja para estrela verde-amarela com número 22,10/26/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/26/falso-heineken-estrela-22
TSE não é responsável por distribuir materiais de campanha para rádios e televisão,10/26/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/26/tse-nao-distribui-materiais-de-campanha-para-radios-e-tvs
É falso que houve fraude no primeiro turno porque não havia tempo suficiente para votação,10/27/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/27/fraude-primeiro-turno-tempo
Homem fotografado em restaurante com Gilmar Mendes não é filho de Lula,10/27/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/27/restaurante-gilmar-mendes-lula
Lula não fez tuíte dizendo que em 2023 irá liberar ‘pequeno furto’,10/27/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/27/lula-tuite-pequeno-furto
"Números divulgados pelo O Globo eram simulação, e não ‘resultado antecipado das eleições’",10/27/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/27/numeros-o-globo-simulacao-nao-resultado-das-eleicoes
É montagem vídeo que mostra ex-jogador Ronaldo dançando música de apoio a Bolsonaro,10/28/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/28/video-ex-jogador-ronaldo-bolsonaro
É falso que iFood encerrou atividades na Colômbia por causa de governo de esquerda,10/29/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/29/ifood-colombia-governo-de-esquerda
É falso que PF apreendeu R$ 985 milhões destinados à campanha de Lula,10/29/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/29/falso-pf-apreendeu-r-985-milhoes-campanha-de-lula
Lula não usou ponto eletrônico em debate presidencial transmitido pela Globo,10/29/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/29/lula-ponto-eletronico
Panfleto com supostas propostas de Lula não é oficial e traz informações falsas,10/29/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/29/panfleto-de-lula-nao-e-oficial
É falso que Lula disse que vai acabar com o Pix,10/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/30/lula-acabar-pix
General Heleno não gravou áudio dizendo que condenações impedem Lula de assumir se for eleito,10/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/30/general-heleno-condenacao-lula
Lula não disse que irá acabar com o MEI em debate da Globo,10/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/30/lula-nao-disse-que-ira-acabar-com-o-mei-em-debate-da-globo
Vídeo de Barroso é antigo e ministro não declarou apoio a Bolsonaro,10/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/30/video-de-barroso-e-antigo-e-ministro-nao-declarou-apoio-a-bolsonaro
É falso que PF do Pará apreendeu dinheiro usado para comprar votos para Lula,10/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/30/pf-para-votos
Vídeo de festa com pessoas armadas é antigo e não tem relação com eleição de Lula,10/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/30/comemoracao-bandidos-lula
Vídeo de queima de fogos avermelhado é antigo e não tem relação com eleição de Lula,10/30/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/30/queima-fogos-eleicao-lula
É falso vídeo sobre voto de eleitor ter sido computado para Lula e Bolsonaro,10/31/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/31/e-falso-video-sobre-voto-de-eleitor-ter-sido-computado-para-lula-e-bolsonaro
É antigo vídeo em que Bolsonaro supostamente comenta derrota na eleição,10/31/2022,Falsa,,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/31/antigo-video-bolsonaro-derrota-eleicao
É falso que Bolsonaro vai assinar decreto para criar Tribunal Constitucional Militar,10/31/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/31/bolsonaro-decreto-tribunal-constitucional-militar
É falso que Poder360 publicou que Lula chamou caminhoneiros de 'vagabundos fascistas',10/31/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/31/falso-poder360-lula-chamou-caminhoneiros-de-vagabundos-fascistas
É falso que apoiadores de Lula invadiram e vandalizaram Coco Bambu em Fortaleza,10/31/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/31/apoiadores-lula-invadiram-coco-bambu
É falso que Bolsonaro teve 65% dos votos e que seu silêncio por 72h autoriza intervenção militar,11/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/01/bolsonaro-65-votos-validos
É falso que eleição é 'teatro' e urnas eletrônicas estão conectadas a sistemas Starlink e quântico,11/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/01/eleicao-teatro-urnas-starlink
É antigo vídeo que mostra policiais invadindo o Congresso Nacional,11/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/01/policiais-civis-invasao-congresso
Média de porcentuais de votos por região não mostra vitória de Bolsonaro no 2º turno,11/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/01/porcentuais-votos-nao-mostra-vitoria-bolsonaro
"É falso que Lula levou carta pessoalmente para Marcola, do PCC, para agradecer votação",11/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/01/e-falso-que-lula-levou-carta-para-marcola-do-pcc-para-agradecer-votacao
É falso tuíte de Lula afirmando que vai desmilitarizar e desarmar polícias,11/3/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/03/tuite-de-lula-desmilitarizar-policias
É falso que seção sem voto para Bolsonaro no MT comprova fraude eleitoral,11/3/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/03/secao-sem-voto-para-bolsonaro-no-mt-
Interferência' dos EUA na eleição brasileira citada pela Fox News não significa fraude,11/3/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/03/fox-news-interferencia-eleicoes
É falso que Jean Wyllys declarou que pretende banir a Bíblia no Brasil,11/3/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/03/e-falso-que-jean-wyllys-declarou-que-pretende-banir-a-biblia-no-brasil
É falso que STM determinou que Alexandre de Moraes explique ‘manipulações jurídicas’ do TSE,11/3/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/03/stm-alexandre-moraes-tse
É falso ofício do Ministério da Defesa que pede ‘contraprova’ ao TSE por ‘fraude’ nas urnas eletrônicas,11/4/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/04/e-falso-oficio-do-ministerio-da-defesa-que-pede-contraprova-ao-tse-por-fraude-nas-urnas-eletronicas
G1 não publicou reportagem dizendo que Alckmin confirmou taxação do Pix,11/4/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/04/g1-alckmin-taxacao-pix
Estudo que usa Lei de Benford não prova fraude nas eleições de 2022,11/4/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/04/estudo-fraude-eleicoes-benford
Print de reportagem que diz que Lula vai taxar o Pix é montagem,11/4/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/04/reportagem-lula-pix-montagem
Redução no Auxílio Brasil estava prevista em projeto de orçamento apresentado por Bolsonaro em agosto,11/4/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/04/auxilio-brasil-lula
STM não publicou decreto que invalida as eleições e dissolve poderes Legislativo e Judiciário,11/4/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/04/stm-decreto-eleicoes
"Não há evidências de que urnas ‘roubaram’ 5,1 milhões de votos de Bolsonaro",11/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/07/bolsonaro-5-1-milhoes-votos-urnas
É falso que juíza sueca disse que houve fraude na eleição brasileira,11/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/07/juiza-sueca-fraude-eleicao
É falso tuíte de Lula afirmando que irá retomar ICMS da gasolina,11/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/07/e-falso-tuite-de-lula-afirmando-retorno-icms-da-gasolina
É montagem vídeo que associa danos em loja da Havan à vitória de Lula,11/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/07/e-montagem-video-que-associa-danos-em-loja-da-havan-a-vitoria-de-lula
É falso que William Waack denunciou fraude nas urnas eletrônicas,11/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/07/william-waack-fraude-urnas
É antigo vídeo em que Zé Trovão anuncia paralisação de caminhoneiros 'a partir do dia 7',11/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/07/ze-trovao-paralisacao-caminhoneiros
É falso que Lula está internado em estado grave em hospital de SP,11/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/07/lula-internado-sirio
É falso que modelos de urnas usados na eleição não foram auditados,11/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/07/modelos-urnas-auditados
É falso que Exército ocupou estação da CPTM em São Paulo,11/8/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/08/exercito-estacao-cptm-sao-paulo
"Seções não encontradas no site do TSE foram agregadas, e votos foram contabilizados",11/8/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/08/secoes-tse-votos
É falso que Jovem Pan tenha noticiado que Lula prometeu indulto para Adélio,11/8/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/08/pan-lula-indulto
É falso que urnas eletrônicas foram descartadas ilegalmente em Porto Alegre,11/22/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/22/urnas-eletronicas-descartadas-porto-alegre
É antiga reportagem do SBT sobre tentativa de derrubar voo de Lula,11/22/2022,Falsa,,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/22/tentativa-queda-voo-lula
É falso que Alexandre de Moraes comprou oito imóveis a preço médio de R$ 4 milhões cada,11/23/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/23/alexandre-de-moraes-imoveis
É falso que Bolsonaro decretou estado de sítio no Brasil,11/23/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/23/bolsonaro-estado-de-sitio-brasil
Torcida não gritou que Lula é ladrão durante a abertura da Copa,11/23/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/23/torcida-lula-abertura-da-copa
É falso que títulos de eleitor jogados no lixo deram vitória ao PT no Ceará,11/23/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/23/titulo-eleitor-lixo-ceara
Ex-vereador do PT não é dono de transportadora que levava urnas em SP,11/25/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/25/ex-vereador-pt-transportadora-urnas-sp
É falso que máscaras infectadas com Covid-19 serão distribuídas no Brasil,11/25/2022,Falsa,,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/25/mascaras-infectadas-covid
É falso que portos brasileiros estão congestionados devido a bloqueios de caminhoneiros,11/29/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/29/portos-brasileiros-congestionados-caminhoneiros
É falso que Richarlison dedicou gols na Copa para Bolsonaro,11/29/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/29/falso-richarlison-copa-bolsonaro
Vídeo de casamento gay não mostra 'indicado de Lula' para direção da PRF,11/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/30/casamento-gay-diretor-prf
G1 não noticiou que Lula vai criar guarda nacional,11/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/30/g1-lula-vai-criar-guarda-nacional
É falso que vídeo mostra carro funerário levando o corpo de Lula após sua morte,11/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/11/30/carro-funerario-lula
É falso que deputada federal Erika Kokay apoia relação sexual entre pais e filhos,12/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/12/01/erika-kokay-relacao-sexual
Homem que denuncia fraude eleitoral em vídeo não é ex-servidor do TSE,12/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/12/01/homem-nao-e-ex-servidor-do-tse
É falso que Alto Comando divulgou carta aberta sobre ‘retorno ao estado de direito’,12/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/12/01/alto-comando-carta-aberta
É falso que novo governo Lula pretende extinguir o Bolsa Família,12/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/12/01/alckmin-fim-bolsa-familia
Vídeo que mostra Lula dizendo que prometeu ‘bife de soja’ é montagem,12/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/12/01/lula-picanha-soja
É falso que padre encontrado morto havia atacado Lula e Moraes em vídeo,12/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/12/01/padre-morto-lula-moraes
Conteúdos falsos criam narrativa de que Lula foi trocado por sósia,12/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/12/01/lula-sosia-dedos
